date,crop,region,season,yield_prediction,global_demand,weather_impact,economic_condition,supply_index,demand_index,inventory_level,export_demand,production_cost,days_to_harvest,fertilizer_usage,irrigation_usage,price_per_ton
2023-06-06,Tea,East,Summer,7.83,medium,normal,growth,79.96,45.11,17.68,76.62,1889.4,58,high,high,3302.19
2023-06-26,Maize,Southeast,Autumn,4.54,low,normal,growth,86.45,75.21,10.6,69.3,114.41,64,high,low,210.88
2021-03-24,Cotton,Northeast,Spring,1.97,high,excellent,recession,56.11,61.45,42.79,50.41,1108.07,100,high,high,2652.53
2021-03-26,Potato,South,Autumn,6.33,medium,excellent,stable,79.99,64.45,15.11,45.53,90.57,44,medium,high,168.27
2025-09-15,Potato,East,Winter,5.17,medium,excellent,stable,88.5,79.63,44.04,69.57,201.28,44,low,low,249.4
2024-07-22,Rice,Southeast,Spring,3.25,low,normal,recession,70.4,33.88,19.68,85.69,228.61,140,medium,medium,283.4
2021-04-28,Coffee,Southwest,Autumn,6.28,low,excellent,stable,82.16,86.05,16.28,69.13,1537.31,176,high,medium,1063.43
2024-03-02,Maize,South,Spring,6.41,low,normal,recession,48.93,43.33,59.51,35.08,109.87,32,medium,high,63.74
2022-07-05,Wheat,Southwest,Spring,3.22,low,poor,growth,79.41,87.26,67.72,47.78,95.35,135,low,high,344.83
2022-10-17,Cotton,East,Winter,3.81,high,normal,recession,32.45,37.46,36.79,54.95,801.51,34,medium,high,2059.38
2025-12-15,Wheat,Southwest,Winter,4.41,low,excellent,recession,87.53,34.62,66.25,51.87,156.71,30,high,high,89.43
2025-02-06,Barley,West,Autumn,1.67,high,excellent,stable,79.67,45.88,73.36,25.74,91.08,152,high,low,217.86
2024-06-04,Coffee,East,Summer,7.78,low,normal,recession,82.82,43.13,64.35,26.04,947.32,128,medium,low,750.0
2022-07-07,Sugarcane,South,Spring,5.13,high,poor,recession,71.32,65.72,29.49,25.78,33.3,76,medium,medium,84.95
2023-08-24,Tomato,West,Winter,3.16,high,normal,recession,44.82,71.43,40.93,34.32,136.65,152,low,high,226.14
2020-12-22,Soybean,North,Winter,4.62,high,poor,recession,31.4,86.86,22.24,84.78,348.75,177,medium,medium,1631.34
2024-03-04,Wheat,Northeast,Autumn,6.43,low,normal,growth,35.24,63.5,34.8,77.41,112.78,153,high,medium,272.98
2020-07-20,Cotton,East,Autumn,1.25,low,normal,stable,66.53,50.66,47.04,28.74,842.24,125,high,medium,1077.81
2021-11-13,Tomato,East,Summer,5.07,low,excellent,growth,64.29,39.48,39.03,56.37,68.12,55,low,medium,99.38
2021-02-27,Barley,Southeast,Winter,7.44,low,excellent,recession,46.11,77.24,50.75,67.97,165.19,78,high,low,91.92
2020-11-19,Maize,East,Autumn,6.93,medium,poor,stable,37.66,86.02,19.71,42.15,112.31,60,high,low,352.83
2020-03-15,Wheat,North,Winter,7.12,low,excellent,stable,86.5,74.91,43.73,47.16,109.4,180,low,medium,100.7
2024-06-21,Potato,Northeast,Summer,4.55,high,normal,growth,32.88,43.69,35.08,79.74,146.42,143,low,low,878.74
2020-06-02,Tomato,Northwest,Winter,7.6,medium,excellent,stable,76.49,37.55,32.42,62.2,79.6,133,medium,medium,86.24
2022-06-17,Cotton,Southeast,Winter,5.46,medium,excellent,recession,44.16,62.56,59.47,75.08,1260.5,124,low,medium,1875.53
2022-07-09,Cotton,North,Summer,7.93,medium,poor,growth,76.33,36.25,58.83,52.9,925.17,117,low,low,1989.06
2024-01-04,Barley,Southwest,Autumn,5.74,medium,normal,recession,40.07,89.97,48.11,61.62,112.77,54,medium,low,246.69
2025-05-23,Tea,North,Summer,3.42,high,normal,stable,57.73,45.34,64.04,71.62,2116.4,158,low,low,4754.06
2020-11-08,Soybean,East,Summer,5.92,medium,normal,growth,31.21,41.47,37.2,36.39,254.63,32,high,low,572.02
2022-07-17,Rice,East,Winter,2.87,low,excellent,recession,53.85,33.12,10.44,49.76,265.59,176,medium,low,176.88
2022-08-02,Sugarcane,East,Winter,7.03,medium,poor,recession,55.89,40.82,28.3,51.18,31.24,171,low,high,44.89
2023-11-16,Barley,North,Winter,1.13,high,normal,recession,89.53,85.75,20.47,23.37,133.94,160,low,medium,357.42
2020-08-29,Tomato,South,Winter,6.05,low,poor,growth,58.52,46.7,54.74,64.51,74.83,53,medium,medium,155.72
2021-12-11,Tomato,South,Winter,1.59,high,normal,stable,57.75,53.6,42.37,52.29,112.4,127,medium,low,437.39
2022-01-15,Maize,Northeast,Winter,2.94,low,excellent,recession,58.18,35.97,22.37,26.16,78.62,164,high,low,66.64
2025-06-22,Tea,Northwest,Spring,4.64,high,poor,stable,52.22,49.74,70.0,54.04,1675.21,30,low,high,7045.25
2024-02-15,Soybean,East,Autumn,4.21,high,poor,growth,46.14,71.0,13.3,39.7,283.84,61,high,low,1374.26
2023-12-09,Barley,East,Spring,5.91,high,excellent,growth,75.36,32.17,40.55,86.03,100.43,37,high,high,297.26
2020-09-29,Rice,Central,Autumn,2.38,high,excellent,stable,61.28,57.05,25.37,35.87,257.34,138,low,medium,440.59
2025-03-21,Maize,Central,Spring,1.51,medium,normal,growth,62.33,57.64,34.45,50.07,77.85,149,medium,low,325.23
2022-03-10,Soybean,Northwest,Autumn,6.74,low,poor,growth,85.31,80.25,66.34,58.39,210.07,31,medium,medium,434.9
2024-01-16,Tea,Southeast,Summer,1.3,high,excellent,stable,40.86,54.1,23.62,60.81,1986.25,33,high,high,7582.59
2021-05-25,Coffee,Northeast,Summer,7.36,high,normal,stable,42.63,46.78,60.17,35.19,1229.78,76,low,medium,1842.64
2024-01-29,Potato,Southwest,Autumn,2.02,low,poor,stable,46.17,34.85,57.19,23.21,176.11,30,low,high,227.31
2023-04-06,Rice,North,Winter,7.65,low,excellent,stable,81.59,34.38,60.01,68.31,179.68,50,medium,low,139.12
2024-05-02,Maize,Southwest,Spring,4.2,medium,poor,growth,43.34,45.62,47.44,36.42,99.87,66,medium,low,315.45
2024-03-27,Wheat,North,Autumn,1.52,medium,excellent,recession,89.73,67.0,20.22,29.11,135.41,152,medium,high,183.76
2021-12-24,Rice,Southeast,Winter,7.61,low,normal,stable,79.4,85.8,17.78,45.96,231.0,144,low,medium,230.09
2022-10-08,Coffee,South,Summer,6.04,low,normal,growth,53.55,49.14,31.35,75.26,1227.28,139,medium,medium,1980.18
2022-09-11,Tomato,South,Winter,1.21,high,excellent,stable,53.22,57.36,78.12,26.17,135.15,158,high,high,228.04
2021-11-24,Soybean,Northeast,Autumn,7.75,high,normal,growth,46.61,43.54,76.64,54.27,320.08,68,high,medium,456.59
2024-09-30,Rice,Central,Spring,2.31,high,poor,recession,72.17,60.08,44.33,58.23,125.13,101,medium,high,609.93
2024-01-24,Potato,Central,Autumn,1.04,high,normal,stable,48.85,49.42,60.31,42.8,143.93,65,high,low,688.3
2021-01-08,Tomato,South,Spring,3.33,medium,poor,growth,63.49,67.07,28.29,36.5,149.04,55,low,medium,392.36
2024-01-14,Tomato,Central,Spring,5.53,medium,poor,stable,48.66,63.05,59.52,21.58,151.98,38,high,high,319.21
2021-11-20,Tomato,Southeast,Winter,7.53,high,excellent,stable,33.35,75.25,46.84,66.54,107.14,160,high,medium,220.62
2021-09-01,Tea,Northeast,Autumn,2.03,medium,normal,recession,45.65,57.78,74.32,24.78,1057.06,110,high,low,2319.51
2023-10-17,Coffee,West,Spring,3.56,high,poor,stable,38.95,37.32,57.19,52.38,1840.95,146,medium,low,5086.68
2023-06-06,Tomato,West,Winter,3.83,high,poor,growth,69.34,77.75,76.76,80.85,137.53,108,low,low,638.2
2023-10-19,Tea,Southwest,Summer,2.85,medium,normal,growth,69.68,37.84,52.41,68.29,1035.44,56,medium,low,2868.16
2024-02-21,Barley,North,Summer,3.06,high,poor,recession,68.49,66.13,56.77,28.71,122.68,34,high,medium,338.54
2020-11-22,Rice,Central,Autumn,2.05,low,normal,recession,74.27,34.26,54.31,66.76,252.95,63,high,medium,184.17
2022-02-23,Coffee,Central,Spring,1.41,low,excellent,recession,53.05,74.66,65.78,49.09,952.52,92,medium,low,2615.03
2023-08-01,Tomato,West,Autumn,7.44,medium,poor,stable,70.88,79.36,28.53,78.33,121.2,43,high,high,349.29
2022-01-23,Maize,Central,Summer,4.84,high,poor,stable,46.01,42.23,48.07,82.4,83.54,118,low,low,583.98
2021-07-26,Coffee,North,Summer,1.19,high,normal,stable,59.12,61.73,57.3,33.58,1464.27,53,medium,medium,4190.64
2024-06-14,Rice,West,Summer,1.77,medium,poor,recession,46.02,30.91,41.74,32.26,139.35,136,high,medium,473.31
2022-06-12,Cotton,Northeast,Winter,5.65,low,excellent,recession,42.05,72.62,68.79,71.89,1226.57,86,high,low,1339.47
2022-11-19,Tomato,East,Winter,5.51,medium,normal,recession,52.58,50.91,49.83,37.36,94.46,100,low,low,131.0
2021-02-04,Potato,West,Autumn,6.15,medium,poor,growth,60.2,52.17,58.77,25.93,97.16,152,high,medium,315.33
2023-12-15,Potato,North,Winter,5.9,high,normal,recession,63.0,73.99,29.57,27.58,154.49,112,low,high,343.07
2021-08-28,Wheat,Southwest,Summer,1.85,high,poor,growth,86.76,33.36,31.91,69.21,164.68,33,medium,medium,790.85
2023-01-24,Cotton,Southwest,Autumn,4.97,high,normal,growth,34.26,81.38,54.43,73.12,887.61,150,medium,high,5422.75
2024-09-23,Potato,Southeast,Spring,6.71,low,excellent,growth,78.75,73.03,19.73,35.53,165.07,134,high,medium,130.07
2022-02-06,Maize,Southeast,Autumn,4.55,low,normal,recession,59.31,79.56,18.78,75.46,62.23,121,high,high,214.55
2023-12-07,Cotton,North,Summer,4.69,high,normal,recession,61.43,60.39,30.22,56.53,1175.2,57,medium,medium,1925.52
2021-02-23,Sugarcane,Southeast,Autumn,3.76,medium,normal,growth,85.72,34.11,79.1,73.3,29.83,74,medium,medium,57.21
2022-08-06,Maize,South,Autumn,6.61,medium,normal,growth,45.22,32.39,40.99,41.31,88.61,82,high,medium,125.58
2020-11-16,Potato,Northeast,Spring,6.07,medium,poor,stable,38.88,69.06,14.29,84.39,177.91,108,medium,high,657.88
2022-08-24,Maize,West,Summer,4.21,high,excellent,growth,46.75,38.39,31.44,58.47,101.0,169,high,low,233.81
2023-05-10,Coffee,Northeast,Summer,5.93,high,poor,stable,80.34,42.64,13.94,89.36,1853.31,153,low,high,6531.97
2020-07-23,Wheat,Central,Spring,7.66,medium,normal,growth,43.95,43.31,17.69,40.15,180.13,104,low,medium,246.27
2023-08-21,Potato,North,Spring,4.99,low,normal,growth,35.52,88.04,47.76,49.17,207.64,129,high,low,340.43
2020-12-15,Tomato,Northeast,Autumn,5.92,low,excellent,stable,70.09,50.26,79.29,65.63,104.19,108,low,low,81.26
2022-06-18,Sugarcane,Northwest,Summer,2.03,low,poor,recession,63.34,69.97,36.0,24.52,34.96,139,medium,medium,37.54
2020-09-18,Tomato,Northwest,Winter,2.72,high,normal,growth,37.84,57.12,26.89,74.67,113.2,133,medium,high,721.76
2023-02-25,Tea,Northeast,Winter,1.92,medium,excellent,stable,41.78,83.21,54.21,48.04,1981.16,70,medium,low,4612.79
2025-10-28,Sugarcane,East,Summer,6.89,medium,normal,stable,86.79,35.4,32.69,31.76,25.75,39,medium,high,22.51
2020-02-01,Cotton,Southwest,Summer,2.54,medium,poor,stable,51.74,44.52,10.25,21.33,1003.41,149,high,high,2651.69
2025-07-18,Sugarcane,Southeast,Summer,5.9,medium,excellent,growth,31.61,59.19,37.66,81.81,29.41,114,high,low,81.17
2021-11-27,Rice,Central,Summer,6.76,low,excellent,growth,89.9,40.64,14.39,74.21,246.32,141,medium,high,214.63
2024-12-04,Soybean,South,Winter,1.72,medium,excellent,recession,73.27,62.6,45.1,71.52,357.44,148,high,medium,600.39
2023-12-12,Maize,Northeast,Spring,6.18,high,excellent,growth,86.08,53.91,72.87,70.91,97.17,135,high,low,162.43
2024-03-18,Tomato,Southeast,Summer,1.57,high,poor,stable,58.05,89.59,70.93,21.16,156.98,168,low,medium,630.46
2022-12-30,Soybean,Northeast,Winter,4.28,low,normal,stable,40.73,84.89,74.74,79.28,274.79,102,low,medium,454.72
2024-01-08,Rice,West,Spring,7.76,low,poor,recession,46.73,55.35,62.7,77.64,202.28,58,low,low,310.79
2023-07-17,Rice,Southeast,Summer,3.77,low,poor,recession,51.42,53.3,63.08,24.34,280.03,59,low,medium,277.53
2021-02-16,Potato,Northwest,Winter,1.85,low,poor,growth,44.13,80.03,47.66,38.83,117.89,88,low,high,617.11
2025-07-29,Wheat,Central,Summer,6.39,high,normal,recession,60.33,37.22,36.26,51.15,119.24,88,high,medium,150.68
2021-03-25,Sugarcane,West,Summer,6.17,low,normal,stable,87.18,31.55,53.88,25.1,20.05,66,low,medium,15.01
2022-11-16,Cotton,Southeast,Summer,4.81,low,excellent,growth,77.64,56.13,71.56,70.1,714.37,131,medium,low,1036.33
2020-11-25,Barley,Northwest,Summer,6.37,high,poor,stable,43.84,38.67,54.64,63.16,129.09,53,medium,high,364.13
2025-09-01,Sugarcane,Southwest,Winter,2.7,medium,poor,growth,42.36,84.75,47.29,48.46,35.49,62,high,medium,125.42
2024-04-14,Cotton,North,Summer,2.03,high,normal,recession,43.57,68.37,29.58,74.46,1006.72,135,low,high,3980.56
2020-11-28,Coffee,Southwest,Summer,3.26,medium,poor,stable,81.88,67.73,39.49,51.74,1085.72,68,medium,high,3106.03
2021-12-15,Soybean,Northwest,Autumn,2.85,medium,poor,stable,50.14,58.15,14.41,27.42,299.12,176,medium,medium,661.68
2025-07-18,Cotton,West,Winter,2.28,medium,excellent,stable,50.34,68.22,78.39,29.31,1221.63,62,medium,low,1255.78
2020-01-09,Cotton,Southeast,Spring,2.18,high,excellent,stable,71.65,82.77,10.85,35.6,862.17,155,high,high,1932.52
2023-03-22,Potato,South,Spring,7.92,medium,normal,recession,69.13,51.65,24.12,35.87,97.42,82,medium,high,124.46
2021-03-26,Rice,Southwest,Spring,6.84,medium,poor,stable,60.48,60.24,68.3,57.4,185.45,180,medium,medium,469.52
2025-10-05,Tomato,Central,Spring,7.5,low,excellent,stable,34.41,69.47,64.98,23.59,83.44,162,medium,medium,83.07
2023-09-22,Barley,North,Spring,5.55,low,excellent,growth,43.02,84.59,27.06,66.34,115.77,83,medium,low,227.89
2020-08-27,Sugarcane,North,Spring,1.68,medium,excellent,growth,75.19,49.66,35.2,35.02,35.11,106,medium,medium,45.33
2021-10-11,Sugarcane,North,Spring,3.85,low,normal,growth,38.93,36.77,46.52,86.75,35.04,101,high,high,53.53
2025-02-28,Tomato,East,Summer,2.24,low,excellent,growth,65.26,77.61,20.15,25.73,149.11,145,low,medium,128.93
2025-08-04,Cotton,Northeast,Autumn,2.46,medium,poor,stable,32.86,60.79,40.46,70.85,1311.67,117,high,medium,4268.07
2020-04-10,Potato,North,Spring,1.99,high,normal,growth,40.3,87.02,39.26,86.69,140.76,170,low,low,1348.16
2023-04-01,Coffee,North,Spring,1.68,high,normal,recession,54.78,52.83,12.47,41.88,1248.14,93,medium,low,4601.35
2023-11-18,Rice,Northwest,Winter,1.41,low,excellent,growth,31.21,65.99,24.41,45.38,136.01,74,high,low,630.86
2023-08-30,Soybean,Northwest,Winter,6.72,high,poor,growth,38.13,56.96,20.01,89.67,148.08,86,medium,medium,1819.97
2023-10-05,Rice,South,Winter,4.11,high,excellent,stable,36.73,34.12,61.45,25.61,124.79,59,medium,high,349.3
2023-11-28,Sugarcane,Southeast,Winter,2.19,high,poor,stable,40.75,69.24,22.57,22.1,26.46,150,low,high,141.13
2024-02-17,Rice,Southwest,Summer,5.12,low,poor,stable,57.62,59.35,41.98,38.58,311.18,166,high,low,348.03
2024-10-18,Cotton,Southwest,Winter,1.28,medium,normal,stable,81.48,74.53,15.69,68.86,947.35,126,low,high,3463.69
2024-01-06,Wheat,East,Summer,1.91,medium,excellent,recession,73.48,51.34,73.73,23.0,192.17,106,high,medium,149.6
2023-04-06,Soybean,Southwest,Autumn,2.38,low,excellent,growth,82.56,78.12,29.78,51.02,311.25,119,low,low,395.25
2020-11-08,Barley,Southeast,Summer,6.83,low,poor,stable,77.78,46.08,63.57,64.28,123.89,130,high,low,138.62
2023-03-28,Rice,Northwest,Winter,7.08,low,normal,stable,75.14,32.71,28.69,62.64,207.66,118,medium,low,193.28
2025-12-23,Coffee,West,Autumn,7.69,medium,excellent,growth,65.02,85.75,24.41,82.84,1421.43,98,medium,low,3253.16
2025-12-12,Barley,West,Summer,7.78,medium,normal,recession,87.57,31.32,31.52,82.95,69.58,73,medium,low,120.09
2025-04-30,Barley,Northwest,Winter,7.7,low,poor,recession,53.28,36.89,31.08,76.57,175.83,112,low,low,145.9
2020-04-10,Barley,South,Spring,7.48,medium,excellent,recession,83.98,53.0,70.6,33.41,135.53,149,low,low,66.0
2020-07-24,Barley,West,Autumn,5.19,high,poor,recession,76.97,43.74,54.02,62.73,75.26,151,low,medium,299.0
2023-06-22,Wheat,South,Spring,8.0,low,excellent,growth,89.44,45.15,66.6,77.15,191.99,138,low,low,118.85
2023-02-14,Wheat,Southwest,Spring,1.9,high,excellent,stable,70.06,42.35,56.04,81.05,85.16,180,high,high,448.47
2025-05-29,Rice,Southwest,Winter,2.23,medium,normal,stable,44.25,61.23,70.23,67.26,125.49,154,medium,high,528.75
2024-07-19,Cotton,South,Summer,1.88,medium,excellent,growth,82.96,69.16,11.26,61.73,691.72,173,medium,high,3160.92
2025-12-15,Maize,Northwest,Summer,6.55,low,poor,stable,46.43,48.08,34.98,73.61,86.2,144,medium,high,196.88
2021-01-12,Tomato,West,Summer,1.62,high,normal,growth,48.55,87.96,40.42,59.2,136.23,171,medium,low,724.55
2022-11-27,Coffee,Central,Winter,7.16,low,excellent,recession,52.38,36.69,16.61,74.79,1568.65,35,medium,high,1042.84
2025-03-11,Wheat,Southwest,Summer,4.97,medium,excellent,stable,85.8,67.61,13.34,52.81,101.86,73,high,medium,181.81
2024-12-27,Sugarcane,Northwest,Winter,5.51,medium,normal,stable,83.0,34.63,28.13,67.14,32.78,112,high,high,48.79
2021-09-17,Coffee,Southeast,Spring,5.11,low,excellent,growth,38.35,44.56,73.51,77.35,1937.53,82,medium,medium,1724.0
2021-08-22,Soybean,Southwest,Summer,2.81,medium,excellent,growth,61.47,79.79,27.34,29.84,303.87,125,low,low,466.03
2022-11-14,Sugarcane,Northwest,Spring,5.85,medium,normal,stable,79.75,75.09,39.35,30.98,32.86,31,low,low,37.04
2023-05-03,Potato,South,Winter,4.64,medium,poor,stable,31.88,51.21,43.9,30.56,151.12,126,high,low,503.89
2025-03-01,Soybean,Southeast,Summer,2.23,low,poor,stable,42.94,88.66,52.13,47.26,252.29,137,low,medium,716.66
2020-06-27,Coffee,Southwest,Spring,1.0,high,poor,stable,44.17,89.34,17.86,25.53,1366.46,123,low,low,8943.49
2021-09-09,Barley,West,Spring,3.04,low,poor,recession,62.03,87.64,18.83,50.8,149.47,128,high,medium,314.9
2021-05-13,Rice,Northwest,Autumn,3.8,high,excellent,recession,67.25,61.54,41.54,53.53,149.45,119,low,low,341.18
2021-02-20,Coffee,South,Spring,4.04,high,excellent,growth,75.18,83.8,53.87,77.91,1384.45,98,low,low,4645.3
2024-07-22,Cotton,East,Spring,5.91,medium,normal,recession,30.44,58.77,75.57,88.91,951.23,103,medium,medium,2043.38
2021-10-30,Tea,South,Winter,6.05,high,excellent,stable,31.06,46.09,60.52,65.71,1890.85,62,medium,medium,2895.18
2022-12-01,Potato,Northwest,Summer,7.57,high,excellent,recession,51.97,84.13,14.22,79.44,135.49,120,low,high,409.77
2025-04-20,Wheat,Southeast,Autumn,5.62,medium,excellent,stable,33.3,34.8,13.99,53.94,127.02,110,low,high,233.9
2024-07-11,Wheat,East,Autumn,3.2,medium,poor,recession,82.29,63.77,31.72,51.83,183.39,72,low,high,234.21
2024-05-31,Potato,Northwest,Winter,3.86,high,poor,growth,55.63,50.26,28.23,53.02,200.49,162,low,medium,915.96
2024-11-04,Maize,South,Summer,5.62,low,normal,stable,78.51,31.31,54.27,83.06,68.84,49,medium,low,140.76
2024-08-03,Rice,Northeast,Summer,7.29,low,normal,stable,37.07,89.81,45.82,71.1,132.56,79,high,medium,325.26
2024-07-05,Wheat,Southwest,Autumn,7.77,low,normal,growth,37.55,82.42,24.12,24.78,92.77,43,high,low,176.39
2023-08-01,Tea,Central,Spring,5.97,medium,normal,recession,38.24,30.22,64.3,65.89,2217.23,66,low,high,1829.42
2022-12-07,Coffee,West,Spring,1.15,high,poor,recession,77.12,83.4,66.02,46.18,1577.59,61,low,low,6778.07
2020-11-07,Rice,Southwest,Autumn,1.54,high,poor,growth,73.09,44.98,75.4,43.64,187.86,88,medium,high,1222.34
2021-05-08,Tomato,Northeast,Autumn,1.68,medium,normal,growth,33.21,71.77,76.19,72.06,84.99,99,low,medium,506.04
2020-01-31,Rice,Northwest,Summer,3.54,medium,poor,stable,42.2,71.05,26.61,59.99,287.89,114,low,low,1150.51
2020-05-30,Tea,Southwest,Spring,7.78,medium,excellent,recession,49.15,77.85,58.08,27.92,2384.63,150,low,medium,1450.09
2023-07-24,Rice,West,Summer,5.83,medium,normal,stable,30.84,73.34,19.37,40.53,189.67,135,medium,low,664.89
2023-03-06,Cotton,East,Spring,6.27,high,normal,growth,61.71,64.02,31.95,21.62,856.55,92,high,low,1585.49
2021-05-10,Wheat,Central,Autumn,1.07,high,poor,stable,81.89,68.45,78.55,32.8,157.23,146,low,high,618.47
2025-01-06,Tomato,Southwest,Summer,4.44,low,normal,growth,69.88,73.52,46.6,54.56,66.97,143,medium,medium,157.77
2024-08-22,Cotton,South,Summer,3.55,low,poor,growth,48.12,67.53,29.32,36.27,1303.81,132,high,high,2904.43
2020-09-22,Maize,North,Summer,1.6,medium,normal,recession,59.86,57.08,70.89,58.29,154.28,41,low,low,227.32
2023-06-09,Cotton,North,Winter,4.38,high,poor,recession,70.04,58.78,32.48,21.92,1254.0,117,medium,low,2632.04
2020-04-23,Soybean,South,Summer,2.91,low,excellent,growth,79.02,66.77,57.81,24.64,265.91,100,high,high,249.26
2024-08-21,Barley,East,Summer,4.93,low,excellent,stable,69.7,76.3,38.32,30.85,167.63,62,medium,medium,99.6
2023-04-05,Rice,North,Autumn,3.48,medium,excellent,stable,89.04,35.61,75.42,48.29,139.36,67,medium,low,251.26
2025-10-11,Tomato,West,Spring,3.65,low,excellent,stable,74.98,55.49,44.51,77.64,121.55,131,medium,medium,110.69
2022-03-03,Soybean,East,Summer,2.77,low,normal,growth,54.68,36.59,29.54,78.34,139.98,124,medium,medium,485.68
2023-10-09,Rice,South,Summer,1.36,medium,normal,stable,71.22,53.17,64.11,85.23,173.35,108,low,low,622.09
2024-09-10,Maize,Southeast,Spring,7.75,high,poor,recession,62.73,52.65,48.64,31.58,135.13,164,medium,high,194.9
2020-07-06,Coffee,West,Autumn,5.76,high,excellent,growth,73.45,48.14,66.95,82.51,1944.41,158,medium,low,3056.33
2023-05-15,Rice,Northwest,Winter,3.71,low,poor,stable,63.94,64.53,65.47,25.95,233.32,140,medium,low,385.73
2024-01-22,Cotton,Northwest,Summer,3.44,medium,poor,growth,80.04,51.12,42.75,35.94,806.16,56,high,high,1867.31
2025-12-01,Potato,West,Autumn,2.41,high,normal,growth,58.43,39.92,71.72,84.69,123.96,32,high,medium,502.63
2024-01-29,Coffee,West,Winter,1.37,medium,normal,stable,85.62,48.72,23.16,84.35,1853.29,133,low,low,4428.84
2023-07-14,Soybean,North,Winter,5.68,medium,normal,recession,32.4,80.5,39.56,52.9,316.86,69,low,medium,492.73
2025-02-17,Maize,Northwest,Spring,4.18,medium,poor,growth,36.25,60.26,41.97,51.5,79.28,97,low,low,511.91
2020-01-21,Rice,Northwest,Winter,5.33,high,excellent,growth,30.38,80.12,18.5,71.64,139.21,136,high,low,1052.95
2020-11-22,Coffee,West,Spring,7.8,high,normal,recession,84.03,40.98,10.59,24.18,1760.93,156,high,medium,1429.67
2024-10-24,Wheat,Southeast,Autumn,6.15,high,normal,stable,79.22,76.84,23.41,51.45,83.53,99,low,medium,306.23
2020-11-01,Maize,West,Spring,4.68,low,excellent,growth,56.54,84.16,11.27,57.12,133.23,43,medium,low,191.76
